Fin de la période,Pays,Code du territoire CLDR,Produit,Motif,Ordonnances du tribunal,"Pouvoir exécutif, police, etc.",Éléments dont la suppression a été demandée
06/30/2012,Espagne,ES,YouTube,Confidentialité et sécurité,1,1,2
06/30/2012,Espagne,ES,Recherche sur le Web Google,Confidentialité et sécurité,0,33,110
06/30/2012,Espagne,ES,YouTube,Violence,0,3,3
06/30/2012,Pérou,PE,Recherche sur le Web Google,Droits d'auteur,1,0,2
06/30/2012,Pérou,PE,Blogger,Diffamation,1,0,5
06/30/2012,Bosnie-Herzégovine,BA,Blogger,Diffamation,1,0,1
06/30/2012,Hongrie,HU,YouTube,Confidentialité et sécurité,0,2,2
06/30/2012,Turquie,TR,Blogger,Sécurité nationale,0,5,10
06/30/2012,Turquie,TR,Blogger,Confidentialité et sécurité,1,5,13
06/30/2012,Turquie,TR,Blogger,Diffamation,10,13,31
06/30/2012,Turquie,TR,Google Vidéos,Violence,0,1,3
06/30/2012,Turquie,TR,YouTube,Droits d'auteur,0,9,15
06/30/2012,Turquie,TR,Google Vidéos,Droits d'auteur,1,0,1
06/30/2012,Turquie,TR,Google Vidéos,Sécurité nationale,0,1,1
06/30/2012,Turquie,TR,Blogger,Autre,0,14,19
06/30/2012,Turquie,TR,Google Documents,Critiques à l'égard du gouvernement,0,1,1
06/30/2012,Turquie,TR,Picasa Albums Web,Blasphème,0,1,1
06/30/2012,Turquie,TR,YouTube,Critiques à l'égard du gouvernement,0,114,425
06/30/2012,Turquie,TR,YouTube,Autre,16,51,673
06/30/2012,Turquie,TR,Blogger,Violence,0,3,3
06/30/2012,Turquie,TR,Panoramio,Critiques à l'égard du gouvernement,0,1,1
06/30/2012,Turquie,TR,Recherche sur le Web Google,Autre,1,0,1
06/30/2012,Turquie,TR,Picasa Albums Web,Confidentialité et sécurité,0,1,1
06/30/2012,Turquie,TR,Recherche sur le Web Google,Critiques à l'égard du gouvernement,0,1,1
06/30/2012,Turquie,TR,Google Groupes,Diffamation,0,1,2
06/30/2012,Turquie,TR,YouTube,Blasphème,0,19,34
06/30/2012,Turquie,TR,Recherche sur le Web Google,Confidentialité et sécurité,0,1,1
06/30/2012,Turquie,TR,Google Vidéos,Contenu réservé aux adultes,0,2,2
06/30/2012,Turquie,TR,Google+,Autre,0,3,3
06/30/2012,Turquie,TR,Blogger,Droits d'auteur,1,2,3
06/30/2012,Turquie,TR,Blogger,Incitation à la haine,0,3,3
06/30/2012,Turquie,TR,Google Images,Diffamation,1,0,1
06/30/2012,Turquie,TR,Google Groupes,Sécurité nationale,0,1,1
06/30/2012,Turquie,TR,YouTube,Contenu réservé aux adultes,1,28,247
06/30/2012,Turquie,TR,YouTube,Incitation à la haine,0,2,4
06/30/2012,Turquie,TR,Recherche sur le Web Google,Contenu réservé aux adultes,0,4,166
06/30/2012,Turquie,TR,Panoramio,Sécurité nationale,0,1,3
06/30/2012,Turquie,TR,Google Groupes,Incitation à la haine,0,1,1
06/30/2012,Turquie,TR,Google Sites,Confidentialité et sécurité,1,0,1
06/30/2012,Turquie,TR,YouTube,Sécurité nationale,0,24,88
06/30/2012,Turquie,TR,Recherche sur le Web Google,Diffamation,14,1,66
06/30/2012,Turquie,TR,Blogger,Contenu réservé aux adultes,0,32,80
06/30/2012,Turquie,TR,Google Vidéos,Confidentialité et sécurité,0,1,1
06/30/2012,Turquie,TR,YouTube,Marque,0,1,1
06/30/2012,Turquie,TR,Blogger,Blasphème,0,8,13
06/30/2012,Turquie,TR,YouTube,Confidentialité et sécurité,0,13,22
06/30/2012,Turquie,TR,Google Groupes,Confidentialité et sécurité,0,1,1
06/30/2012,Turquie,TR,YouTube,Diffamation,1,47,73
06/30/2012,Turquie,TR,Google Vidéos,Autre,0,1,1
06/30/2012,Turquie,TR,YouTube,Violence,0,6,13
06/30/2012,Turquie,TR,Blogger,Critiques à l'égard du gouvernement,0,27,51
06/30/2012,Turquie,TR,Google Documents,Autre,0,2,2
06/30/2012,États-Unis,US,Google+ Local,Diffamation,2,1,3
06/30/2012,États-Unis,US,Blogger,Confidentialité et sécurité,3,0,10
06/30/2012,États-Unis,US,Blogger,Diffamation,54,1,219
06/30/2012,États-Unis,US,YouTube,Droits d'auteur,0,1,1
06/30/2012,États-Unis,US,Picasa Albums Web,Diffamation,1,0,1
06/30/2012,États-Unis,US,Blogger,Autre,1,1,2
06/30/2012,États-Unis,US,Recherche sur le Web Google,Marque,4,0,174
06/30/2012,États-Unis,US,Google+ Local,Autre,0,1,1
06/30/2012,États-Unis,US,Google AdWords,Autre,1,13,352
06/30/2012,États-Unis,US,Blogger,Marque,1,0,1
06/30/2012,États-Unis,US,YouTube,Autre,0,5,8
06/30/2012,États-Unis,US,YouTube,Critiques à l'égard du gouvernement,1,5,7
06/30/2012,États-Unis,US,Google+,Diffamation,3,0,6
06/30/2012,États-Unis,US,Google Sites,Diffamation,2,0,2
06/30/2012,États-Unis,US,Recherche sur le Web Google,Autre,6,1,56
06/30/2012,États-Unis,US,Google Groupes,Diffamation,2,0,1755
06/30/2012,États-Unis,US,Recherche sur le Web Google,Confidentialité et sécurité,20,1,27
06/30/2012,États-Unis,US,Blogger,Droits d'auteur,1,0,1
06/30/2012,États-Unis,US,Google Images,Diffamation,1,0,7
06/30/2012,États-Unis,US,Recherche sur le Web Google,Droits d'auteur,10,0,159
06/30/2012,États-Unis,US,Google Documents,Diffamation,1,0,1
06/30/2012,États-Unis,US,Recherche sur le Web Google,Sécurité nationale,0,1,1
06/30/2012,États-Unis,US,YouTube,Contenu réservé aux adultes,0,2,6
06/30/2012,États-Unis,US,Blogger,Usurpation d'identité,0,1,1
06/30/2012,États-Unis,US,Google Shopping,Droits d'auteur,1,0,6
06/30/2012,États-Unis,US,YouTube,Sécurité nationale,0,1,1
06/30/2012,États-Unis,US,Recherche sur le Web Google,Diffamation,84,1,1134
06/30/2012,États-Unis,US,Gmail,Autre,1,0,1
06/30/2012,États-Unis,US,Panoramio,Droits d'auteur,1,0,27
06/30/2012,États-Unis,US,Google Vidéos,Diffamation,0,1,1
06/30/2012,États-Unis,US,YouTube,Marque,1,1,4
06/30/2012,États-Unis,US,Google AdSense,Marque,0,1,62
06/30/2012,États-Unis,US,YouTube,Confidentialité et sécurité,1,11,25
06/30/2012,États-Unis,US,Recherche sur le Web Google,Usurpation d'identité,1,0,3
06/30/2012,États-Unis,US,YouTube,Diffamation,4,5,87
06/30/2012,États-Unis,US,YouTube,Violence,1,5,10
06/30/2012,États-Unis,US,Google AdWords,Marque,0,4,5
06/30/2012,Royaume-Uni,GB,Blogger,Sécurité nationale,0,1,1
06/30/2012,Royaume-Uni,GB,Recherche sur le Web Google,Droits d'auteur,1,0,14
06/30/2012,Royaume-Uni,GB,Blogger,Confidentialité et sécurité,1,2,3
06/30/2012,Royaume-Uni,GB,Blogger,Diffamation,2,2,63
06/30/2012,Royaume-Uni,GB,YouTube,Incitation à la haine,0,2,2
06/30/2012,Royaume-Uni,GB,Blogger,Autre,1,1,2
06/30/2012,Royaume-Uni,GB,Recherche sur le Web Google,Marque,1,0,4
06/30/2012,Royaume-Uni,GB,Google AdWords,Autre,6,3,2864
06/30/2012,Royaume-Uni,GB,YouTube,Sécurité nationale,0,9,15
06/30/2012,Royaume-Uni,GB,Recherche sur le Web Google,Diffamation,4,1,45
06/30/2012,Royaume-Uni,GB,YouTube,Autre,2,26,51
06/30/2012,Royaume-Uni,GB,YouTube,Critiques à l'égard du gouvernement,0,1,1
06/30/2012,Royaume-Uni,GB,Recherche sur le Web Google,Autre,0,1,1
06/30/2012,Royaume-Uni,GB,YouTube,Confidentialité et sécurité,0,8,13
06/30/2012,Royaume-Uni,GB,Recherche sur le Web Google,Critiques à l'égard du gouvernement,0,1,14
06/30/2012,Royaume-Uni,GB,YouTube,Diffamation,0,1,1
06/30/2012,Royaume-Uni,GB,Google AdWords,Droits d'auteur,0,1,1
06/30/2012,Royaume-Uni,GB,YouTube,Violence,0,19,98
06/30/2012,Portugal,PT,Blogger,Diffamation,0,1,3
06/30/2012,Portugal,PT,Recherche sur le Web Google,Autre,1,0,1
06/30/2012,Slovénie,SI,Blogger,Diffamation,2,0,2
06/30/2012,Kazakhstan,KZ,YouTube,Sécurité nationale,0,1,10
06/30/2012,Kazakhstan,KZ,Blogger,Violence,0,1,7
06/30/2012,Singapour,SG,Recherche sur le Web Google,Diffamation,0,1,2
06/30/2012,Singapour,SG,Recherche sur le Web Google,Droits d'auteur,1,0,2
06/30/2012,Autriche,AT,Recherche sur le Web Google,Diffamation,2,0,10
06/30/2012,Brésil,BR,Blogger,Sécurité nationale,0,3,3
06/30/2012,Brésil,BR,orkut,Usurpation d'identité,22,0,889
06/30/2012,Brésil,BR,Blogger,Confidentialité et sécurité,3,0,20
06/30/2012,Brésil,BR,Blogger,Diffamation,15,3,171
06/30/2012,Brésil,BR,YouTube,Droits d'auteur,1,0,2
06/30/2012,Brésil,BR,Picasa Albums Web,Diffamation,1,0,9
06/30/2012,Brésil,BR,Blogger,Autre,0,1,1
06/30/2012,Brésil,BR,Gmail,Usurpation d'identité,1,0,1
06/30/2012,Brésil,BR,orkut,Diffamation,22,3,85
06/30/2012,Brésil,BR,orkut,Droit électoral,1,0,1
06/30/2012,Brésil,BR,YouTube,Autre,6,3,11
06/30/2012,Brésil,BR,Recherche sur le Web Google,Autre,1,0,2
06/30/2012,Brésil,BR,Picasa Albums Web,Confidentialité et sécurité,2,0,18
06/30/2012,Brésil,BR,orkut,Autre,3,18,30
06/30/2012,Brésil,BR,Recherche sur le Web Google,Confidentialité et sécurité,0,1,1
06/30/2012,Brésil,BR,Blogger,Droits d'auteur,1,0,2
06/30/2012,Brésil,BR,orkut,Droits d'auteur,2,0,2
06/30/2012,Brésil,BR,Recherche sur le Web Google,Droits d'auteur,1,0,13
06/30/2012,Brésil,BR,Google+ Local,Confidentialité et sécurité,1,0,1
06/30/2012,Brésil,BR,YouTube,Contenu réservé aux adultes,0,1,2
06/30/2012,Brésil,BR,Blogger,Usurpation d'identité,0,1,1
06/30/2012,Brésil,BR,Picasa Albums Web,Droits d'auteur,1,0,7
06/30/2012,Brésil,BR,Google Images,Confidentialité et sécurité,1,0,17
06/30/2012,Brésil,BR,orkut,Confidentialité et sécurité,3,0,6
06/30/2012,Brésil,BR,Recherche sur le Web Google,Diffamation,3,2,829
06/30/2012,Brésil,BR,YouTube,Sécurité nationale,0,2,6
06/30/2012,Brésil,BR,Google Vidéos,Confidentialité et sécurité,1,0,1
06/30/2012,Brésil,BR,Gmail,Confidentialité et sécurité,0,1,1
06/30/2012,Brésil,BR,YouTube,Confidentialité et sécurité,7,2,21
06/30/2012,Brésil,BR,Google Documents,Confidentialité et sécurité,0,1,5
06/30/2012,Brésil,BR,YouTube,Diffamation,42,3,137
06/30/2012,Brésil,BR,Blogger,Critiques à l'égard du gouvernement,0,1,7
06/30/2012,Brésil,BR,YouTube,Violence,2,2,8
06/30/2012,Irlande,IE,YouTube,Incitation à la haine,0,1,1
12/31/2012,Ukraine,UA,Google Sites,Diffamation,0,1,1
12/31/2012,République dominicaine,DO,YouTube,Diffamation,0,1,1
12/31/2012,Brunéi Darussalam,BN,YouTube,Blasphème,0,1,1
12/31/2012,Djibouti,DJ,YouTube,Blasphème,0,1,1
12/31/2012,Corée du Sud,KR,Google Code,Confidentialité et sécurité,0,2,3
12/31/2012,Corée du Sud,KR,YouTube,Sécurité nationale,0,1,1
12/31/2012,Corée du Sud,KR,YouTube,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Corée du Sud,KR,Blogger,Confidentialité et sécurité,0,7,10
12/31/2012,Corée du Sud,KR,YouTube,Confidentialité et sécurité,0,16,16
12/31/2012,Corée du Sud,KR,Recherche sur le Web Google,Confidentialité et sécurité,0,6,14
12/31/2012,Corée du Sud,KR,Google Groupes,Confidentialité et sécurité,0,1,2
12/31/2012,Corée du Sud,KR,Applications Google Play,Autre,0,22,674
12/31/2012,Pays-Bas,NL,Recherche sur le Web Google,Diffamation,3,0,34
12/31/2012,Pays-Bas,NL,Blogger,Diffamation,3,0,6
12/31/2012,Pays-Bas,NL,YouTube,Droits d'auteur,0,1,1
12/31/2012,Pays-Bas,NL,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Suisse,CH,Recherche sur le Web Google,Diffamation,9,0,9
12/31/2012,Suisse,CH,Blogger,Diffamation,2,0,63
12/31/2012,Suisse,CH,YouTube,Diffamation,0,1,15
12/31/2012,Grèce,GR,Recherche sur le Web Google,Diffamation,1,0,2
12/31/2012,Grèce,GR,Blogger,Diffamation,1,1,13
12/31/2012,Grèce,GR,YouTube,Incitation au suicide,0,1,1
12/31/2012,Grèce,GR,YouTube,Incitation à la haine,0,1,1
12/31/2012,Grèce,GR,YouTube,Violence,0,1,1
12/31/2012,Chypre,CY,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Argentine,AR,Blogger,Sécurité nationale,1,0,1
12/31/2012,Argentine,AR,Recherche sur le Web Google : saisie semi-automatique,Diffamation,1,0,3
12/31/2012,Argentine,AR,Blogger,Confidentialité et sécurité,2,0,2
12/31/2012,Argentine,AR,Blogger,Diffamation,5,3,14
12/31/2012,Argentine,AR,Recherche sur le Web Google,Sécurité nationale,1,0,7
12/31/2012,Argentine,AR,YouTube,Contenu réservé aux adultes,0,2,2
12/31/2012,Argentine,AR,Google Images,Confidentialité et sécurité,2,0,11
12/31/2012,Argentine,AR,YouTube,Sécurité nationale,1,0,1
12/31/2012,Argentine,AR,Recherche sur le Web Google,Diffamation,28,2,78
12/31/2012,Argentine,AR,YouTube,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Argentine,AR,Recherche sur le Web Google,Autre,1,0,6
12/31/2012,Argentine,AR,YouTube,Confidentialité et sécurité,2,1,7
12/31/2012,Argentine,AR,Recherche sur le Web Google,Confidentialité et sécurité,7,0,38
12/31/2012,Nouvelle-Zélande,NZ,Recherche sur le Web Google,Diffamation,1,0,4
12/31/2012,Nouvelle-Zélande,NZ,Blogger,Diffamation,2,0,4
12/31/2012,Nouvelle-Zélande,NZ,YouTube,Usurpation d'identité,0,1,2
12/31/2012,Nouvelle-Zélande,NZ,YouTube,Contenu réservé aux adultes,0,1,33
12/31/2012,Nouvelle-Zélande,NZ,Recherche sur le Web Google,Raison non spécifiée,1,0,5
12/31/2012,Nouvelle-Zélande,NZ,Gmail,Usurpation d'identité,0,1,1
12/31/2012,Jordanie,JO,YouTube,Blasphème,0,4,233
12/31/2012,Maldives,MV,YouTube,Blasphème,0,1,1
12/31/2012,Canada,CA,Google AdWords,Autre,1,0,1
12/31/2012,Canada,CA,Recherche sur le Web Google,Diffamation,0,1,1
12/31/2012,Canada,CA,Recherche sur le Web Google,Droits d'auteur,1,0,26
12/31/2012,Canada,CA,Google+ Local,Diffamation,1,0,6
12/31/2012,Canada,CA,Blogger,Diffamation,3,0,10
12/31/2012,Canada,CA,Recherche sur le Web Google,Autre,1,0,242
12/31/2012,Canada,CA,YouTube,Incitation à la haine,0,1,1
12/31/2012,Canada,CA,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Canada,CA,YouTube,Droits d'auteur,0,2,4
12/31/2012,Émirats arabes unis,AE,Blogger,Incitation à la haine,0,1,1
12/31/2012,Émirats arabes unis,AE,Applications Google Play,Contenu réservé aux adultes,0,1,43
12/31/2012,Émirats arabes unis,AE,YouTube,Blasphème,0,1,6
12/31/2012,Émirats arabes unis,AE,Recherche sur le Web Google,Raison non spécifiée,1,0,13
12/31/2012,Venezuela,VE,YouTube,Droits d'auteur,0,1,1
12/31/2012,Australie,AU,Recherche sur le Web Google,Diffamation,2,0,2
12/31/2012,Australie,AU,YouTube,Sécurité nationale,0,2,2
12/31/2012,Australie,AU,Recherche sur le Web Google,Intimidation/Harcèlement,0,1,1
12/31/2012,Australie,AU,Google+ Local,Diffamation,0,1,1
12/31/2012,Australie,AU,Recherche sur le Web Google : recherches associées,Intimidation/Harcèlement,2,0,3
12/31/2012,Australie,AU,YouTube,Marque,0,2,124
12/31/2012,Australie,AU,Blogger,Diffamation,2,0,8
12/31/2012,Australie,AU,YouTube,Usurpation d'identité,0,1,1
12/31/2012,Australie,AU,YouTube,Droits d'auteur,0,1,1
12/31/2012,Australie,AU,YouTube,Blasphème,0,1,1
12/31/2012,Australie,AU,Google+ Local,Autre,0,1,1
12/31/2012,Israël,IL,Applications Google Play,Marque,0,1,1
12/31/2012,Israël,IL,Recherche sur le Web Google,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Israël,IL,YouTube,Droits d'auteur,0,1,1
12/31/2012,Israël,IL,Recherche sur le Web Google,Confidentialité et sécurité,2,0,5
12/31/2012,Israël,IL,YouTube,Diffamation,0,3,5
12/31/2012,Bangladesh,BD,YouTube,Incitation à la haine,0,1,1
12/31/2012,Bangladesh,BD,YouTube,Blasphème,0,2,10
12/31/2012,France,FR,Gmail,Raison non spécifiée,0,2,2
12/31/2012,France,FR,Google Images,Diffamation,1,0,4
12/31/2012,France,FR,Google+ Local,Diffamation,0,1,1
12/31/2012,France,FR,Recherche sur le Web Google : recherches associées,Diffamation,1,0,1
12/31/2012,France,FR,Blogger,Diffamation,12,0,136
12/31/2012,France,FR,Google+ Local,Confidentialité et sécurité,0,1,10
12/31/2012,France,FR,YouTube,Contenu réservé aux adultes,0,3,3
12/31/2012,France,FR,YouTube,Incitation à la haine,0,1,4
12/31/2012,France,FR,YouTube,Droits d'auteur,0,4,14
12/31/2012,France,FR,Recherche sur le Web Google,Marque,1,0,5
12/31/2012,France,FR,YouTube,Raison non spécifiée,0,5,5
12/31/2012,France,FR,Blogger,Raison non spécifiée,0,1,1
12/31/2012,France,FR,Recherche sur le Web Google,Diffamation,14,0,126
12/31/2012,France,FR,YouTube,Autre,0,1,1
12/31/2012,France,FR,YouTube,Intimidation/Harcèlement,0,3,3
12/31/2012,France,FR,Gmail,Confidentialité et sécurité,0,1,1
12/31/2012,France,FR,Recherche sur le Web Google,Autre,1,0,7
12/31/2012,France,FR,YouTube,Confidentialité et sécurité,0,1,3
12/31/2012,France,FR,Recherche sur le Web Google,Confidentialité et sécurité,1,0,1
12/31/2012,France,FR,YouTube,Diffamation,1,0,2
12/31/2012,France,FR,YouTube,Violence,0,1,1
12/31/2012,France,FR,Blogger,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Sierra Leone,SL,YouTube,Violence,0,1,60
12/31/2012,Malaisie,MY,YouTube,Droits d'auteur,0,1,1
12/31/2012,Malaisie,MY,YouTube,Blasphème,0,11,581
12/31/2012,Mexique,MX,YouTube,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Mexique,MX,Blogger,Confidentialité et sécurité,0,1,1
12/31/2012,Mexique,MX,Blogger,Diffamation,2,5,12
12/31/2012,Mexique,MX,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Mexique,MX,Blogger,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Luxembourg,LU,Recherche sur le Web Google,Diffamation,1,0,1
12/31/2012,Pakistan,PK,Recherche sur le Web Google,Diffamation,1,0,6
12/31/2012,Pakistan,PK,YouTube,Autre,0,1,1
12/31/2012,Croatie,HR,Recherche sur le Web Google,Droits d'auteur,1,0,2
12/31/2012,Népal,NP,YouTube,Contenu réservé aux adultes,0,1,4
12/31/2012,Pologne,PL,Recherche sur le Web Google,Diffamation,1,0,4
12/31/2012,Pologne,PL,YouTube,Autre,0,1,1
12/31/2012,Pologne,PL,YouTube,Marque,0,2,2
12/31/2012,Pologne,PL,Blogger,Diffamation,1,0,2
12/31/2012,Pologne,PL,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Pologne,PL,Recherche sur le Web Google,Marque,2,0,6
12/31/2012,Allemagne,DE,Google+ Local,Diffamation,2,0,3
12/31/2012,Allemagne,DE,Recherche sur le Web Google : saisie semi-automatique,Diffamation,1,0,1
12/31/2012,Allemagne,DE,Blogger,Diffamation,10,1,53
12/31/2012,Allemagne,DE,YouTube,Droits d'auteur,0,2,23
12/31/2012,Allemagne,DE,Blogger,Autre,2,0,2
12/31/2012,Allemagne,DE,Blogger,Marque,1,0,24
12/31/2012,Allemagne,DE,YouTube,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Allemagne,DE,YouTube,Autre,0,2,16
12/31/2012,Allemagne,DE,Recherche sur le Web Google,Autre,4,0,27
12/31/2012,Allemagne,DE,Picasa Albums Web,Confidentialité et sécurité,0,1,1
12/31/2012,Allemagne,DE,Google Groupes,Diffamation,1,0,1
12/31/2012,Allemagne,DE,Blogger,Droits d'auteur,0,1,1
12/31/2012,Allemagne,DE,Google Images,Diffamation,4,0,8
12/31/2012,Allemagne,DE,YouTube,Incitation à la haine,0,4,144
12/31/2012,Allemagne,DE,Recherche sur le Web Google,Contenu réservé aux adultes,0,6,208
12/31/2012,Allemagne,DE,YouTube,Contenu réservé aux adultes,0,1,17
12/31/2012,Allemagne,DE,Google Groupes,Violence,0,1,1
12/31/2012,Allemagne,DE,Recherche sur le Web Google,Diffamation,157,3,491
12/31/2012,Allemagne,DE,YouTube,Sécurité nationale,0,1,1
12/31/2012,Allemagne,DE,Gmail,Autre,1,0,1
12/31/2012,Allemagne,DE,YouTube,Marque,0,2,11
12/31/2012,Allemagne,DE,YouTube,Confidentialité et sécurité,4,6,21
12/31/2012,Allemagne,DE,YouTube,Diffamation,5,3,19
12/31/2012,Allemagne,DE,YouTube,Violence,0,4,30
12/31/2012,Italie,IT,Google Documents,Diffamation,1,0,1
12/31/2012,Italie,IT,Blogger,Confidentialité et sécurité,1,0,1
12/31/2012,Italie,IT,Blogger,Diffamation,7,0,21
12/31/2012,Italie,IT,Google Sites,Autre,0,1,1
12/31/2012,Italie,IT,YouTube,Contenu réservé aux adultes,0,1,1
12/31/2012,Italie,IT,Google Bloc-notes,Diffamation,1,0,1
12/31/2012,Italie,IT,Recherche sur le Web Google,Marque,1,0,24
12/31/2012,Italie,IT,Picasa Albums Web,Marque,1,0,36
12/31/2012,Italie,IT,Recherche sur le Web Google,Diffamation,3,0,7
12/31/2012,Italie,IT,YouTube,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Italie,IT,YouTube,Intimidation/Harcèlement,0,1,1
12/31/2012,Italie,IT,YouTube,Marque,1,0,1
12/31/2012,Italie,IT,Recherche sur le Web Google,Autre,2,0,2
12/31/2012,Italie,IT,YouTube,Confidentialité et sécurité,2,0,6
12/31/2012,Italie,IT,Google Groupes,Diffamation,1,0,1
12/31/2012,Italie,IT,YouTube,Diffamation,2,0,6
12/31/2012,Japon,JP,Recherche sur le Web Google,Diffamation,1,0,37
12/31/2012,Japon,JP,Recherche sur le Web Google,Confidentialité et sécurité,1,0,1
12/31/2012,Japon,JP,Google+ Local,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Japon,JP,Recherche sur le Web Google,Raison non spécifiée,3,0,39
12/31/2012,Japon,JP,YouTube,Diffamation,0,1,10
12/31/2012,Japon,JP,Google Documents,Droits d'auteur,0,1,2
12/31/2012,Japon,JP,Blogger,Raison non spécifiée,1,0,1
12/31/2012,Madagascar,MG,Blogger,Diffamation,2,0,2
12/31/2012,Inde,IN,Gmail,Raison non spécifiée,0,1,1
12/31/2012,Inde,IN,Google+ Local,Diffamation,0,1,1
12/31/2012,Inde,IN,Google+,Confidentialité et sécurité,1,0,1
12/31/2012,Inde,IN,orkut,Usurpation d'identité,1,3,6
12/31/2012,Inde,IN,Blogger,Confidentialité et sécurité,0,3,3
12/31/2012,Inde,IN,Blogger,Diffamation,3,2,23
12/31/2012,Inde,IN,YouTube,Droits d'auteur,0,1,1
12/31/2012,Inde,IN,Google Vidéos,Droits d'auteur,1,0,1
12/31/2012,Inde,IN,Recherche sur le Web Google,Marque,1,0,1
12/31/2012,Inde,IN,Google Maps,Conflit géographique,0,1,5
12/31/2012,Inde,IN,orkut,Diffamation,0,2,3
12/31/2012,Inde,IN,Google Livres,Droits d'auteur,1,0,1
12/31/2012,Inde,IN,Blogger,Raison non spécifiée,0,2,3
12/31/2012,Inde,IN,YouTube,Autre,0,1,1
12/31/2012,Inde,IN,YouTube,Intimidation/Harcèlement,0,4,10
12/31/2012,Inde,IN,Google Earth,Sécurité nationale,0,1,1
12/31/2012,Inde,IN,Picasa Albums Web,Confidentialité et sécurité,1,0,12
12/31/2012,Inde,IN,YouTube,Blasphème,5,54,2328
12/31/2012,Inde,IN,Recherche sur le Web Google,Confidentialité et sécurité,2,3,256
12/31/2012,Inde,IN,Picasa Albums Web,Usurpation d'identité,1,0,1
12/31/2012,Inde,IN,Google+,Blasphème,0,1,4
12/31/2012,Inde,IN,Blogger,Droits d'auteur,6,0,6
12/31/2012,Inde,IN,Google Images,Diffamation,1,0,3
12/31/2012,Inde,IN,Google+ Local,Confidentialité et sécurité,1,0,1
12/31/2012,Inde,IN,YouTube,Contenu réservé aux adultes,0,3,5
12/31/2012,Inde,IN,Recherche sur le Web Google,Contenu réservé aux adultes,0,1,5
12/31/2012,Inde,IN,Google Images,Blasphème,0,1,1
12/31/2012,Inde,IN,YouTube,Incitation à la haine,0,1,5
12/31/2012,Inde,IN,YouTube,Raison non spécifiée,0,3,13
12/31/2012,Inde,IN,orkut,Raison non spécifiée,0,1,1
12/31/2012,Inde,IN,Profils Google,Usurpation d'identité,0,1,1
12/31/2012,Inde,IN,Recherche sur le Web Google,Diffamation,7,3,48
12/31/2012,Inde,IN,orkut,Confidentialité et sécurité,1,1,3
12/31/2012,Inde,IN,Recherche sur le Web Google,Blasphème,0,1,1
12/31/2012,Inde,IN,Blogger,Contenu réservé aux adultes,0,1,3
12/31/2012,Inde,IN,YouTube,Marque,0,1,13
12/31/2012,Inde,IN,Blogger,Blasphème,0,3,4
12/31/2012,Inde,IN,Gmail,Confidentialité et sécurité,0,1,1
12/31/2012,Inde,IN,YouTube,Confidentialité et sécurité,0,6,9
12/31/2012,Inde,IN,Google Groupes,Confidentialité et sécurité,1,0,1
12/31/2012,Inde,IN,YouTube,Diffamation,3,10,61
12/31/2012,Inde,IN,YouTube,Violence,1,4,94
12/31/2012,Timor oriental,TL,Blogger,Diffamation,0,1,1
12/31/2012,Norvège,NO,Google AdWords,Autre,0,1,4
12/31/2012,Norvège,NO,YouTube,Consommation de drogues,0,1,1
12/31/2012,Taïwan,TW,Google AdWords,Autre,0,1,1
12/31/2012,Taïwan,TW,Recherche sur le Web Google,Diffamation,0,1,1
12/31/2012,Taïwan,TW,YouTube,Autre,0,3,3
12/31/2012,Taïwan,TW,Blogger,Diffamation,0,1,3
12/31/2012,Taïwan,TW,Recherche sur le Web Google,Autre,0,2,3
12/31/2012,Taïwan,TW,Recherche sur le Web Google,Confidentialité et sécurité,0,1,1
12/31/2012,Taïwan,TW,Blogger,Autre,0,1,1
12/31/2012,Monaco,MC,Blogger,Critiques à l'égard du gouvernement,1,0,5
12/31/2012,Chili,CL,Blogger,Diffamation,1,1,2
12/31/2012,Chili,CL,Recherche sur le Web Google,Confidentialité et sécurité,0,1,1
12/31/2012,Chili,CL,YouTube,Raison non spécifiée,1,0,1
12/31/2012,Liban,LB,YouTube,Droits d'auteur,0,1,1
12/31/2012,Liban,LB,YouTube,Blasphème,1,1,2
12/31/2012,Russie,RU,Google App Engine,Incitation au suicide,0,1,1
12/31/2012,Russie,RU,Blogger,Diffamation,2,1,3
12/31/2012,Russie,RU,Blogger,Consommation de drogues,1,18,19
12/31/2012,Russie,RU,YouTube,Consommation de drogues,0,21,21
12/31/2012,Russie,RU,YouTube,Incitation à la haine,0,1,1
12/31/2012,Russie,RU,Blogger,Incitation au suicide,0,1,1
12/31/2012,Russie,RU,ответы,Incitation au suicide,0,22,22
12/31/2012,Russie,RU,YouTube,Incitation au suicide,0,30,30
